년,상세영업상태명,학교종류,학교명,주소,경도,위도
2020,영업,어린이집,새봄어린이집,서울특별시 성북구 종암동 10-118번지 ,127.035848412229,37.5974965422371
2020,영업,어린이집,삼전어린이집,서울특별시 송파구 삼전동 172번지 삼전종합사회복지관,127.094923531464,37.4991192916523
2020,영업,유치원,풍천유치원,서울특별시 노원구 상계동 673번지 ,127.060976552761,37.6611962809796
2020,영업,유치원,유리유치원,서울특별시 중랑구 중화동 292-1번지 ,127.081580282575,37.59959017735999
2020,영업,어린이집,새싹어린이집,서울특별시 용산구 원효로2가 8-4번지 ,126.96386300595199,37.53756130263611
2020,영업,어린이집,튼튼영재 어린이집,서울특별시 강남구 청담동 134-20번지 지상3층 ,127.057711408453,37.5222957075018
2020,영업,어린이집,풍납어린이집,서울특별시 송파구 풍납동 403-4번지 ,127.11648157198401,37.5288725643385
2020,영업,유치원,소슬유치원,서울특별시 관악구 봉천동 1712-7번지 ,126.94836159804399,37.4897803712121
2020,영업,어린이집,거성어린이집,서울특별시 송파구 거여동 32-8번지 ,127.149304027138,37.4924801197495
2020,폐업,유치원,새봄유치원,서울특별시 노원구 상계동 1255번지 ,127.053816890025,37.681507716904
2020,영업,어린이집,으뜸어린이집,서울특별시 광진구 자양동 482-5번지 ,127.07112383148198,37.5308726230885
2020,영업,유치원,아이들세상유치원,서울특별시 성동구 금호동4가 800번지 ,127.01965834096201,37.5459630231884
2020,영업,유치원,성심유치원,서울특별시 성동구 홍익동 236번지 (지상1층) ,127.03347653181001,37.5661044849299
2020,영업,어린이집,새소리어린이집,서울특별시 중랑구 면목동 191-10번지 ,127.074156047502,37.59010935579271
2020,폐업,유치원,새소슬유치원,서울특별시 관악구 봉천동 1712번지,126.95059596401899,37.4897573226814
2020,영업,어린이집,동그라미 어린이집,서울특별시 성북구 정릉동 281-3번지 ,127.00982631008999,37.610128450409604
2020,영업,어린이집,은현어린이집,서울특별시 관악구 신림동 684-1번지 ,126.91906227633301,37.4654105834779
2020,영업,유치원,세인유치원,서울특별시 성동구 마장동 784번지 ,127.045157885992,37.5652862698372
2020,영업,어린이집,목양몬테소리어린이집,서울특별시 구로구 개봉동 323-16번지 ,126.85322461118601,37.4916938794531
2020,영업,어린이집,리틀짐어린이집,서울특별시 송파구 송파동 141-6번지 ,127.113411067084,37.5091285441127
2020,영업,어린이집,산들어린이집,서울특별시 구로구 개봉동 465-15번지 ,126.85329608286001,37.4999579369319
2020,영업,어린이집,광진선교어린이집,서울특별시 구로구 개봉동 478번지 광진선교어린이집 ,126.851916020522,37.484667753728104
2020,영업,어린이집,초롱어린이집,서울특별시 중랑구 중화동 321-37번지 ,127.074806996859,37.5950018557801
2020,폐업,어린이집,앙코아어린이집,서울특별시 성북구 장위동 68-935번지,127.04819181797701,37.6107392786788
2020,영업,어린이집,무궁화어린이집,서울특별시 송파구 방이동 116-6번지 ,127.11519990801001,37.51082961511821
2020,영업,어린이집,신나는어린이집,서울특별시 광진구 구의동 240-25번지 ,127.088673453574,37.5413372287221
2020,영업,어린이집,송파구청어린이집,서울특별시 송파구 신천동 29-5번지 ,127.106060829168,37.5146025664681
2020,영업,어린이집,중랑구청직장어린이집,서울특별시 중랑구 신내동 662번지 중랑구청 ,127.09288148331699,37.6066169984235
2020,영업,어린이집,키즈스쿨어린이집,서울특별시 송파구 가락동 140번지 가락쌍용아파트,127.12809384216801,37.49553443659421
2020,영업,유치원,금호유치원,서울특별시 성동구 금호동3가 165-1번지 (지상1층) ,127.023558581222,37.5487513640565
2020,영업,어린이집,금륜어린이집,서울특별시 송파구 마천동 44-7번지 ,127.14808311541701,37.4994934695461
2020,영업,유치원,현정유치원,서울특별시 광진구 구의동 230-12번지 ,127.0888873895,37.5444800485598
2020,영업,어린이집,송파어린이집,서울특별시 송파구 거여동 5-8번지 ,127.141754607363,37.4982703147073
2020,영업,유치원,미타유치원,서울특별시 성동구 옥수동 396번지 ,127.01738168830299,37.5431672458739
2020,영업,어린이집,현일어린이집,서울특별시 구로구 구로동 537-64번지 ,126.88890032698099,37.498806557649296
2020,영업,어린이집,수잔나어린이집,서울특별시 구로구 고척동 239-2번지 ,126.852387813648,37.5068227814356
2020,영업,어린이집,한마을어린이집,서울특별시 구로구 개봉동 476번지 한마을아파트 관리동2층 ,126.86247763370199,37.4952528060062
2020,영업,어린이집,롯데어린이집,서울특별시 구로구 구로동 1263번지 롯데아파트 관리동1층 ,126.88418596002701,37.503486852102
2020,영업,어린이집,성모어린이집,서울특별시 강서구 등촌동 707-0번지 (지상 1층) ,126.851662717034,37.560792275187396
2020,영업,어린이집,푸른어린이집,서울특별시 강서구 등촌동 704-0번지 ,126.849604407516,37.56163032697121
2020,영업,어린이집,새싹어린이집,서울특별시 강서구 방화동 262-13번지 ,126.813387141294,37.5705433244536
2020,영업,어린이집,구립로야어린이집,서울특별시 동작구 상도동 471-20,126.951618904305,37.49770123157701
2020,영업,어린이집,예뜰어린이집,서울특별시 구로구 가리봉동 771-1번지 파니파니어린이집,126.88460805251002,37.4859784189149
2020,영업,유치원,세성유치원,서울특별시 성동구 응봉동 100번지 대림종합상가 311호 ,127.033239384976,37.5519211562301
2020,영업,유치원,경동유치원,서울특별시 성동구 금호동1가 633번지 ,127.027090900661,37.5518471906793
2020,영업,유치원,솔유치원,서울특별시 성동구 하왕십리동 258번지 청계벽산@ 내(지상1층) ,127.03163882670601,37.568694028727705
2020,영업,어린이집,가락복지관어린이집,서울특별시 송파구 가락동 481-2번지 ,127.107248071637,37.495704567055604
2020,영업,어린이집,미키몬테소리,서울특별시 구로구 고척동 334 벽산블루밍아파트 관리동 1층,126.864370999779,37.495688781924294
2020,영업,어린이집,구립큰별어린이집,서울특별시 동작구 흑석동 6-5,126.96398420758499,37.508038996027295
2020,영업,어린이집,하늘꿈터어린이집,서울특별시 성북구 장위동 223-59번지 ,127.04615029057,37.6162424329535
2020,영업,유치원,한별유치원,서울특별시 관악구 신림동 1478-31번지 ,126.913422095012,37.478389007267104
2020,영업,유치원,율화유치원,서울특별시 성동구 행당동 349번지 행당한신아파트 내(지하1층) ,127.03622864225201,37.5551199187704
2020,영업,어린이집,열매어린이집,서울특별시 중랑구 면목동 141-13번지 ,127.08139969622499,37.5885961143221
2020,영업,어린이집,구립면일어린이집,서울특별시 중랑구 면목동 89-44번지 ,127.09254545366699,37.5933329241184
2020,영업,유치원,복자유치원,서울특별시 용산구 후암동 38-3번지 ,126.97821642460801,37.551931738417395
2020,영업,어린이집,양무리어린이집,서울특별시 송파구 잠실동 223-6번지 ,127.08021232355101,37.5077556816645
2020,영업,어린이집,풍성어린이집,서울특별시 송파구 풍납동 485-14번지 ,127.120432305058,37.53536407135471
2020,영업,어린이집,사랑어린이집,서울특별시 송파구 풍납동 503-1번지 ,127.119347366656,37.5314921803674
2020,영업,어린이집,은별어린이집,서울특별시 구로구 궁동 142-5번지 ,126.83055643711799,37.4996185407288
2020,영업,어린이집,구립)난우어린이집,서울특별시 관악구 신림동 1482-1번지 ,126.913987978,37.4803193699574
2020,영업,어린이집,동숭어린이집,서울특별시 종로구 동숭동 50-135번지 ,127.00702009074499,37.5791248869477
2020,영업,어린이집,서울대학교 어린이보육지원센터 백학어린이집,서울특별시 관악구 봉천동 산 4-1번지 ,126.961319690058,37.4670173135341
2020,영업,어린이집,열매어린이집,서울특별시 성북구 길음동 1278번지 ,127.024247661413,37.610361312007896
2020,폐업,유치원,양지유치원,서울특별시 금천구 독산동 899-16번지 ,126.905948238694,37.479688632719395
2020,영업,어린이집,구립오르다어린이집,서울특별시 강남구 삼성동 49-6번지 지하1층 ,127.05049938524401,37.512756139499395
2020,영업,어린이집,숭인어린이집,서울특별시 종로구 숭인동 55-2번지 ,127.01560346366199,37.577818963709795
2020,영업,어린이집,예아랑어린이집,서울특별시 광진구 중곡동 589-1번지 ,127.080233277116,37.570813961853204
2020,영업,어린이집,신내어린이집,서울특별시 중랑구 신내동 474-1번지 ,127.097928072617,37.6046829970931
2020,폐업,어린이집,구립용마어린이집,서울특별시 중랑구 면목동 50-17번지 ,127.095160481488,37.58696999999111
2020,영업,어린이집,자연유아어린이집,서울특별시 금천구 시흥동 420-11번지 자연유아원 ,126.908227031305,37.4467527322885
2020,영업,어린이집,열매어린이집,서울특별시 송파구 풍납동 401-1번지 ,127.117678482587,37.5272430410256
2020,영업,어린이집,종로아동회관어린이집,서울특별시 종로구 창신동 산 6-25번지 아동회관 어린이집 ,127.01459544104999,37.578866433027294
2020,영업,어린이집,나래어린이집,서울특별시 강동구 암사동 116-21번지 ,127.133429031874,37.5635874163827
2020,영업,어린이집,낙산어린이집,서울특별시 종로구 창신동 611-19번지 ,127.01022907128599,37.57970631658029
2020,영업,어린이집,구립보경어린이집,서울특별시 중랑구 망우동 146-41번지 ,127.10631700600901,37.6013838550575
2020,영업,유치원,꿈밭유치원,서울특별시 도봉구 방학동 734번지 청구아파트 단지내 ,127.026115946593,37.6580014294241
2020,영업,어린이집,석촌삐아제어린이집,서울특별시 송파구 석촌동 293-14번지 ,127.10783258562599,37.5024103676469
2020,영업,어린이집,세정어린이집,서울특별시 강동구 고덕동 501-1,127.155721756662,37.5606429243515
2020,영업,어린이집,조은어린이집,서울특별시 종로구 숭인동 59-45번지 ,127.01694754008999,37.575638711446096
2020,영업,유치원,다솜유치원,서울특별시 양천구 신월동 422-2번지 ,126.83876531094101,37.524256214788
2020,영업,유치원,건영유치원,서울특별시 관악구 신림동 513-17,126.91492920851401,37.4847812749217
2020,영업,유치원,시내유치원,서울특별시 금천구 가산동 769번지 두산위브아파트 ,126.891696121955,37.476028261069104
2020,영업,어린이집,구립선재어린이집,서울특별시 동작구 본동 12-12번지 ,126.95698069568,37.5113450690564
2020,영업,어린이집,사무엘어린이집,서울특별시 강서구 내발산동 746-0 사무엘어린이집,126.82791621567101,37.5511045349266
2020,영업,어린이집,알파어린이집,서울특별시 강서구 염창동 292번지 동아아파트단지내 보육원12층 ,126.873094221678,37.5548402679641
2020,영업,어린이집,꿈을여는어린이집,서울특별시 강서구 화곡동 811-12번지 ,126.859275182194,37.533532093068104
2020,영업,어린이집,보성어린이집,서울특별시 강서구 방화동 839-0번지 보성어린이집 (지상 1층) ,126.818934860998,37.5747699180895
2020,영업,어린이집,새영어린이집,서울특별시 강서구 염창동 290번지 ,126.866101742712,37.5580393711564
2020,영업,어린이집,성심어린이집,서울특별시 강동구 길동 401-2번지 ,127.14456357245899,37.536220740075
2020,영업,어린이집,유림어린이집,서울특별시 강서구 화곡동 914-22번지 ,126.844400410678,37.5287507540588
2020,영업,어린이집,한별어린이집(구립),서울특별시 양천구 신정동 144-20번지 ,126.87198170448299,37.518489544947705
2020,영업,어린이집,은행정어린이집(구립),서울특별시 양천구 신정동 957-16번지 ,126.858468924095,37.522908775036896
2020,영업,어린이집,염창어린이집,서울특별시 강서구 염창동 272-24번지 ,126.869486402564,37.5503702750992
2020,영업,어린이집,해바라기어린이집,서울특별시 강서구 화곡동 474-17번지 ,126.855815294895,37.5373270727224
2020,영업,어린이집,구립 배다리어린이집,서울특별시 강서구 화곡동 355-5번지 ,126.83952898640301,37.5312596016372
2020,영업,어린이집,구립초록어린이집,서울특별시 강서구 화곡동 56-63번지 ,126.851044413335,37.54092655117
2020,영업,어린이집,발산어린이집,서울특별시 강서구 내발산동 661-13번지 ,126.84216609637899,37.5544413681208
2020,영업,어린이집,까치산어린이집,서울특별시 강서구 화곡동 341-11번지 까치산어린이집 (지상 2층) ,126.848500921604,37.5323517088668
2020,영업,어린이집,방화엔젤어린이집,서울특별시 강서구 방화동 814번지 ,126.8102273583,37.5771767124895
2020,영업,어린이집,다정한어린이집,서울특별시 강서구 방화동 247-225번지 (지상 2층) ,126.816013761912,37.567949960851
2020,영업,유치원,운현유치원,서울특별시 금천구 시흥동 1013번지 벽산5단지아파트 ,126.918746397977,37.4482587951367
2020,영업,어린이집,구립아이솔어린이집,서울특별시 강서구 방화동 616-20번지 ,126.80731784317601,37.5643823870821
2020,영업,유치원,동일유치원,서울특별시 금천구 시흥동 산 100-4번지 ,126.916329553367,37.4512641212808
2020,영업,어린이집,구립공항어린이집,서울특별시 강서구 공항동 664-4번지 ,126.814589799415,37.5570245642044
2020,영업,어린이집,종교교회어린이집,서울특별시 종로구 도렴동 32번지 1층호,126.973815306432,37.5737865922603
2020,영업,어린이집,가양어린이집,서울특별시 강서구 가양동 187-6번지 ,126.84088848879401,37.5698767084411
2020,영업,어린이집,해솔어린이집,서울특별시 강서구 가양동 1478-0번지 도시개발4단지 ,126.851872627245,37.5650188461061
2020,영업,유치원,은아유치원,서울특별시 관악구 봉천동 1635-1번지 ,126.964338856224,37.4753290473741
2020,영업,어린이집,구립볏고을어린이집,서울특별시 강서구 화곡동 1129-36번지 ,126.85605489658701,37.551549134257705
2020,영업,어린이집,명문어린이집,서울특별시 성북구 장위동 66-242번지 ,127.053066121364,37.61050352270679
2020,영업,어린이집,모난어린이집,서울특별시 성북구 장위동 68-1311번지 ,127.050620261482,37.6094886604701
2020,폐업,어린이집,큐티프리스쿨어린이집,서울특별시 관악구 신림동 1714번지 삼성산아파트 관리동 ,126.926105920754,37.4624964940292
2020,영업,어린이집,은초록어린이집,서울특별시 강서구 등촌동 690번지 (주공4단지복지관) ,126.843295548372,37.5615574220698
2020,영업,어린이집,꿈나무어린이집,서울특별시 동작구 대방동 385-2번지 ,126.92302146243401,37.5047109836555
2020,영업,어린이집,가양7어린이집,서울특별시 강서구 가양동 1486번지 주공가양(아)7단지 ,126.861666960973,37.561973488700296
2020,영업,어린이집,또또어린이집,서울특별시 중랑구 면목동 162-59번지 ,127.07994520385401,37.5823486842655
2020,영업,어린이집,중앙어린이집,서울특별시 관악구 봉천동 890-1번지 ,126.948326045393,37.484395086685794
2020,영업,어린이집,하나어린이집,서울특별시 관악구 신림동 516-2번지 ,126.91486778589599,37.486269381455706
2020,영업,어린이집,혜화어린이집,서울특별시 강서구 방화동 858번지 삼성꽃마을아파트 상가 2층 ,126.81330454391599,37.5723262231996
2020,영업,유치원,샛별유치원,서울특별시 송파구 가락동 70-7번지 ,127.118744638582,37.498623147210395
2020,영업,어린이집,월드비젼어린이집,서울특별시 송파구 석촌동 297-27번지 ,127.109857295767,37.5010490542427
2020,영업,어린이집,화곡어린이집,서울특별시 강서구 화곡동 24-268번지 화곡교회 (지상 1층) B동 ,126.846562569596,37.5440003211822
2020,영업,어린이집,한울어린이집,서울특별시 강서구 화곡동 1159-4번지 지상1층 ,126.841825296062,37.5482564541672
2020,영업,어린이집,하나영재어린이집,서울특별시 강서구 가양동 448-1번지 강나루현대아파트단지내 ,126.856945829184,37.5607434816801
2020,영업,어린이집,(구립)하늘숲어린이집,서울특별시 강서구 화곡동 1039-17번지 ,126.834380771071,37.543360865280206
2020,영업,유치원,동연유치원,서울특별시 양천구 목동 602-16번지 ,126.867672833672,37.548845168179604
2020,영업,유치원,럭키유치원,서울특별시 금천구 시흥동 1002-1번지 럭키아파트 ,126.89935412901,37.4504103754588
2020,영업,어린이집,사당어린이집,서울특별시 동작구 사당동 1132번지 ,126.972488151728,37.4907669414062
2020,폐업,어린이집,톰소여어린이집,서울특별시 은평구 갈현동 6-18,126.918142755356,37.6274262741524
2020,영업,어린이집,그림터어린이집,서울특별시 강서구 화곡동 98-15번지 ,126.84419367582198,37.5442158771857
2020,영업,어린이집,리틀빌리지어린이집,서울특별시 강서구 염창동 276-10번지 ,126.870017704274,37.549886964383
2020,영업,어린이집,동산어린이집,서울특별시 강서구 염창동 113-17번지 ,126.875577255431,37.5515360694618
2020,영업,어린이집,신월이화어린이집,서울특별시 양천구 신월동 911-3번지 ,126.83017692473,37.5224305505338
2020,영업,어린이집,예뜰어린이집,서울특별시 양천구 신정동 913-5번지 ,126.85706186025101,37.526380109576
2020,영업,유치원,명성유치원,서울특별시 관악구 신림동 1704-3번지 ,126.927002903205,37.46549057593779
2020,영업,어린이집,구립백로어린이집,서울특별시 동작구 상도동 362-46,126.935542289848,37.5067840146923
2020,영업,어린이집,은하어린이집,서울특별시 동작구 신대방동 366-27번지 ,126.925053224664,37.495826177007714
2020,영업,어린이집,구립 보라매어린이집,서울특별시 동작구 신대방동 364-18번지 ,126.92234511224702,37.497549697500794
2020,폐업,어린이집,초록마을어린이집,서울특별시 은평구 갈현동 241-20번지 ,126.91231365799,37.6208684336371
2020,영업,어린이집,즐거운어린이집(구립),서울특별시 양천구 신월동 611-2번지 1층 ,126.84795812973199,37.5204321457725
2020,영업,어린이집,고일어린이집,서울특별시 강동구 고덕동 494-3,127.14969212277201,37.5569794522707
2020,영업,유치원,바니유치원,서울특별시 구로구 구로동 685-70번지 현대연예인아파트 단지내 ,126.87708949006901,37.4929748453685
2020,영업,어린이집,상록수어린이집,서울특별시 종로구 행촌동 1-69번지 상록수 어린이집 ,126.962944566341,37.5725080471624
2020,영업,어린이집,고은어린이집,서울특별시 동작구 신대방동 625-1번지 ,126.912548514598,37.4894395420457
2020,영업,어린이집,영재어린이집,서울특별시 강서구 화곡동 851-3번지 4층 ,126.856428790107,37.530435235167104
2020,영업,어린이집,전박사어린이집,서울특별시 관악구 봉천동 1698-1번지 삼성아파트 단지내 ,126.92815312261101,37.4940935143265
2020,영업,어린이집,구립파란들어린이집,서울특별시 양천구 신월동 48-12번지 ,126.82533716208799,37.5356672435009
2020,폐업,어린이집,알티오라어학원,서울특별시 서대문구 북가좌동 124-12번지 지하1층 ,126.909610243136,37.57175363245071
2020,영업,어린이집,무지개어린이집,서울특별시 강동구 암사동 466-104번지 ,127.130490016039,37.55371427844021
2020,영업,어린이집,새암어린이집,서울특별시 강서구 내발산동 681-4번지 새암어린이집 (지상 4층) ,126.832944229011,37.5532728057064
2020,영업,어린이집,구립 강변어린이집,서울특별시 강서구 가양동 1475-0번지 강변아파트내복지관 ,126.855642304398,37.5652045065319
2020,영업,어린이집,에덴어린이집,서울특별시 양천구 목동 909-9번지 ,126.883167192075,37.5367355170832
2020,영업,유치원,사슴유치원,서울특별시 양천구 신월동 121-36번지 ,126.835862501775,37.5308943387341
2020,영업,어린이집,세신어린이집,서울특별시 양천구 신정동 322-2번지 ,126.86338785880699,37.5159931983321
2020,영업,어린이집,어깨동무어린이집,서울특별시 양천구 신정동 884-19번지 ,126.859128338916,37.527481048054106
2020,영업,어린이집,한빛어린이집(수정),서울특별시 양천구 신월동 540-1번지 한빛복지관내 ,126.840205864256,37.5190513998234
2020,영업,어린이집,이대복지어린이집,서울특별시 서대문구 북아현동 1-826번지 ,126.950589471135,37.56386515871829
2020,영업,유치원,신우주어린이집유치원,서울특별시 강남구 일원동 718-0번지 샘터마을아파트유치원지하1지상12층 ,127.082588966534,37.484266424315706
2020,영업,어린이집,구립산들어린이집,서울특별시 양천구 신정동 937-4번지 ,126.850735830954,37.5268678757444
2020,영업,어린이집,구립합정어린이집,서울특별시 마포구 합정동 376-29번지 ,126.912358361589,37.5467019449931
2020,영업,어린이집,마포구청직장어린이집,서울특별시 마포구 성산동 370번지 ,126.90191699008301,37.566231186604206
2020,영업,어린이집,신우주어린이집유치원,서울특별시 강남구 일원동 718-0번지 샘터마을아파트유치원지하1지상12층 ,127.082588966534,37.484266424315706
2020,폐업,어린이집,근하어린이집,서울특별시 서초구 양재동 255-2번지 1층 ,127.042349139457,37.4733487478305
2020,영업,어린이집,상아어린이집,서울특별시 강서구 등촌동 679-5번지 ,126.840201017859,37.5620604146012
2020,영업,유치원,큰솔유치원,서울특별시 관악구 봉천동 1706번지 우성아파트 단지내 ,126.959503779245,37.4849676266707
2020,영업,유치원,배꽃유치원,서울특별시 관악구 봉천동 935-2번지 ,126.941926045411,37.485624364126295
2020,영업,어린이집,무악어린이집,서울특별시 종로구 무악동 79번지 무악어린이집 ,126.96027885842301,37.576039283029
2020,영업,어린이집,노고산어린이집,서울특별시 마포구 노고산동 33-20번지 ,126.938415545697,37.5545900489104
2020,영업,어린이집,은강어린이집,서울특별시 마포구 용강동 149-50번지 ,126.93920993203301,37.541271428341
2020,영업,어린이집,부암어린이집,서울특별시 종로구 신영동 105-10번지 구립 부암어린이집 ,126.96306092243601,37.6015339925312
2020,영업,어린이집,창일어린이집,서울특별시 종로구 창신동 403-17번지 ,127.014880212541,37.5703684484102
2020,영업,어린이집,도화어린이집,서울특별시 마포구 도화동 196-7번지 ,126.952020786248,37.5408512401422
2020,영업,어린이집,서교어린이집,서울특별시 마포구 서교동 452-14번지 ,126.91560593329201,37.5575256504028
2020,영업,어린이집,화가마을어린이집,서울특별시 강동구 고덕동 258-8,127.161822333504,37.560728045867
2020,영업,유치원,리아유치원,서울특별시 송파구 방이동 89-19번지 ,127.13046668246099,37.5130996376727
2020,영업,유치원,은비유치원,서울특별시 관악구 봉천동 1717-2번지 대우푸르지오단지내 ,126.960033937684,37.489104929092896
2020,영업,어린이집,연남어린이집,서울특별시 마포구 연남동 370-6번지 ,126.918403509713,37.56395074923579
2020,영업,유치원,삼성유치원,서울특별시 서대문구 북가좌동 5-33번지 (1층) ,126.91921758289101,37.5816037089393
2020,영업,어린이집,나래어린이집,서울특별시 동작구 상도동 356-100번지 ,126.93380761678499,37.50348678137679
2020,영업,어린이집,새자연어린이집,서울특별시 강서구 방화동 831번지 ,126.814637942404,37.5769885453131
2020,영업,어린이집,아이사랑어린이집,서울특별시 관악구 신림동 685-56번지 ,126.918736925583,37.46472455389421
2020,영업,유치원,나랑유치원,서울특별시 관악구 봉천동 1708번지 ,126.942870805562,37.4845159799207
2020,영업,어린이집,청운어린이집,서울특별시 양천구 신월동 564-7번지 지하1층 ,126.842409730304,37.5138549940961
2020,영업,유치원,성도유치원,서울특별시 관악구 신림동 98-344번지 ,126.940166177033,37.4744695322305
2020,영업,어린이집,신정어린이집(구립),서울특별시 양천구 신정동 904-4번지 ,126.860468416771,37.5264758769359
2020,영업,유치원,레인보우유치원,서울특별시 양천구 목동 520-29번지 ,126.87801828592698,37.545517932490895
2020,영업,어린이집,명성어린이집,서울특별시 강서구 화곡동 504-40번지 ,126.859909346665,37.5366766218895
2020,영업,유치원,경성유치원,서울특별시 양천구 신정동 276번지 양천아파트단지내 ,126.865182621394,37.5109882748024
2020,영업,어린이집,이화어린이집,서울특별시 양천구 신월동 608-2번지 ,126.84686460543399,37.5218305664938
2020,폐업,어린이집,신파랑새어린이집,서울특별시 양천구 목동 766-6,126.868722037909,37.536386025713504
2020,영업,어린이집,엄마사랑어린이집,서울특별시 양천구 목동 231-50번지 ,126.86981006487301,37.5416701318493
2020,영업,유치원,조은유치원,서울특별시 서대문구 남가좌동 377번지 삼성아파트단지내(지하1~지상2) ,126.91653653886101,37.5779227885419
2020,폐업,유치원,신림유치원,서울특별시 관악구 신림동 621-34번지 ,126.920154883036,37.4720463359858
2020,영업,유치원,한가람유치원,서울특별시 용산구 이촌동 301-54번지 ,126.981181988473,37.5195449205711
2020,영업,유치원,꿈나무유치원,서울특별시 양천구 신정동 314번지 ,126.867632123006,37.5216153719106
2020,영업,유치원,불광유치원,서울특별시 송파구 석촌동 159-1번지 지상2층 ,127.10210063645201,37.5069320142509
2020,영업,유치원,제일무궁화유치원,서울특별시 송파구 가락동 193-9번지 ,127.130976805068,37.4947707336019
2020,영업,유치원,현대홍익유치원,서울특별시 서대문구 홍제동 456번지 ,126.94286066529,37.58365923875829
2020,폐업,어린이집,서강사랑어린이집,서울특별시 마포구 창전동 400-12,126.92779575949899,37.5483457516085
2020,영업,유치원,목성유치원,서울특별시 양천구 신정동 326번지 목동12단지아파트내 ,126.86110810394301,37.5130250883891
2020,영업,어린이집,성미어린이집,서울특별시 마포구 성산동 65-4번지 ,126.911287805203,37.5628752427588
2020,영업,유치원,계상유치원,서울특별시 양천구 신정동 1286-1번지 ,126.83982108912599,37.5124336350924
2020,영업,유치원,튼튼유치원,서울특별시 양천구 신정동 915-4번지 ,126.857283179702,37.5259538663421
2020,영업,어린이집,공덕어린이집,서울특별시 마포구 공덕동 11-181번지 ,126.96114975351699,37.5479557251491
2020,영업,유치원,신예유치원,서울특별시 양천구 신정동 1276번지 ,126.852925446886,37.511887025577295
2020,영업,유치원,벧엘유치원,서울특별시 서대문구 연희동 301-1번지 ,126.932197938388,37.566328790682704
2020,영업,어린이집,대건어린이집,서울특별시 중랑구 신내동 522-1번지 ,127.095578889633,37.6026646430017
2020,영업,어린이집,꿈땅어린이집,서울특별시 성북구 장위동 252-31번지 ,127.047490203252,37.6087032039168
2020,영업,유치원,현대경복유치원,서울특별시 서대문구 홍제동 460번지 인왕산현대아파트단지내 (지하1층) ,126.95079445130199,37.5855188496225
2020,영업,유치원,경복유치원,서울특별시 서대문구 홍은동 455 벽산아파트단지내(지상2층),126.944791052745,37.5953651082626
2020,영업,어린이집,제일어린이집,서울특별시 강서구 화곡동 820-31번지 ,126.85768177143,37.53487214523261
2020,영업,어린이집,미예뜰어린이집,서울특별시 광진구 중곡동 191-60번지 ,127.08051804738899,37.5663215294387
2020,영업,유치원,선희유치원,서울특별시 도봉구 쌍문동 59번지 ,127.031295137055,37.657029787761296
2020,영업,유치원,한가람유치원,서울특별시 송파구 풍납동 507번지 ,127.115059144399,37.5366283478144
2020,영업,어린이집,그림나라어린이집,서울특별시 양천구 신월동 947-11번지 ,126.831791551927,37.520412547258104
2020,영업,어린이집,강성어린이집,서울특별시 양천구 신정동 1271번지 ,126.85516003344101,37.5128788140601
2020,영업,유치원,예원유치원,서울특별시 중랑구 신내동 783번지 ,127.094692192748,37.604869511871
2020,영업,유치원,어린이의정원유치원,서울특별시 양천구 신정동 337-2번지 ,126.86513693803002,37.50633143863561
2020,폐업,유치원,신현유치원,서울특별시 서대문구 대현동 62-1번지 (지상2층),126.94711087228,37.5586191336814
2020,영업,어린이집,강동제일어린이집,서울특별시 강동구 암사동 452-13번지 ,127.13633286888901,37.5541435762663
2020,영업,유치원,반석유치원,서울특별시 강동구 길동 78-5번지 ,127.147322425457,37.542829247127706
2020,영업,유치원,등대유치원,서울특별시 양천구 신정동 1279번지 목동현대아파트단지내 ,126.87721092428801,37.5203772061869
2020,영업,어린이집,로뎀어린이집,서울특별시 강서구 방화동 275-1번지 ,126.81579907745702,37.57199559880621
2020,영업,어린이집,비둘기어린이집,서울특별시 동작구 대방동 503번지 ,126.93002049335199,37.509714103563
2020,영업,어린이집,새싹어린이집,서울특별시 동작구 사당동 105-27번지 ,126.974920405086,37.489371760744
2020,영업,어린이집,혜화어린이집,서울특별시 종로구 혜화동 163-3번지 ,127.002506258525,37.5847588232312
2020,영업,어린이집,구립사랑어린이집,서울특별시 중랑구 묵동 250-25번지 ,127.07774541663099,37.605848150433204
2020,영업,유치원,원일유치원,서울특별시 양천구 목동 912번지 ,126.882059046999,37.534104354399204
2020,폐업,어린이집,내곡어린이집,서울특별시 서초구 내곡동 156-4번지 지하 1층 ,127.06540099312299,37.4531630715544
2020,영업,어린이집,구립양천어린이집,서울특별시 양천구 신정동 276번지 ,126.865182621394,37.5109882748024
2020,영업,어린이집,둥지어린이집(구립),서울특별시 양천구 신월동 9-2번지 ,126.828526272497,37.542725188403104
2020,영업,유치원,좋은나라유치원,서울특별시 성북구 종암동 104-1번지 SK아파트단지내 ,127.036962715126,37.601175438891296
2020,영업,어린이집,꿈땅몬테소리어린이집,서울특별시 성북구 정릉동 170-20번지 ,127.015173118904,37.6059437455086
2020,영업,어린이집,품속어린이집,서울특별시 노원구 상계동 1019-8번지 ,127.057582859606,37.6722217623976
2020,영업,어린이집,구립파랑새어린이집,서울특별시 양천구 신월동 965-1번지 ,126.835841198397,37.522140446377705
2020,영업,어린이집,휘경어린이집,서울특별시 동대문구 휘경동 308-196번지 ,127.057673646824,37.5870471490626
2020,영업,어린이집,양문어린이집,서울특별시 양천구 신월동 982-21번지 ,126.83595038076099,37.516259452723
